                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                 3.8854,                 4.2362,                 3.8327,                0.01478,                0.23429,                0.02277,                 0.0067,                 3.7859,                 8.5542,                 3.8413,              0.0007162,              0.0007162,              0.0007162
                     88,                 3.6172,                 4.1146,                 3.7361,                0.02201,                0.20671,                0.04252,                0.01043,                 3.7342,                 5.6368,                 3.7531,              0.0007129,              0.0007129,              0.0007129
                     89,                 3.3477,                  3.972,                 3.7227,                0.81807,                   0.08,                0.05718,                0.01274,                 3.6757,                 6.4806,                 3.7844,              0.0007096,              0.0007096,              0.0007096
                     90,                 3.5691,                 4.1978,                 3.7439,                0.43457,                 0.1175,                0.06702,                0.01639,                 3.6751,                 5.3106,                 3.7114,              0.0007063,              0.0007063,              0.0007063
                     91,                 3.4757,                 3.8761,                 3.7479,                0.46733,                 0.0775,                0.08133,                0.01602,                 3.7478,                 4.3155,                 3.6695,               0.000703,               0.000703,               0.000703
                     92,                 3.6312,                 4.4041,                 3.7902,                0.78864,                  0.065,                0.10733,                0.01258,                 3.7748,                  4.195,                  3.646,              0.0006997,              0.0006997,              0.0006997
                     93,                 3.5932,                 4.0611,                 3.8669,                0.44416,                0.10607,                0.09268,                0.01727,                 3.7577,                 4.2039,                 3.6256,              0.0006964,              0.0006964,              0.0006964
                     94,                 3.3195,                 3.8751,                 3.7433,                0.45755,                0.14607,                0.10619,                0.02622,                 3.7104,                 4.2723,                 3.6145,              0.0006931,              0.0006931,              0.0006931
                     95,                 3.4985,                 3.8469,                 3.6484,                0.78034,                  0.065,                0.10981,                0.02652,                 3.6839,                 4.2887,                 3.6646,              0.0006898,              0.0006898,              0.0006898
                     96,                 3.4395,                 4.0072,                 3.7678,                0.77962,                 0.0775,                0.08714,                0.02011,                 3.6764,                 4.4101,                 3.6177,              0.0006865,              0.0006865,              0.0006865
                     97,                  3.413,                 3.9865,                 3.6279,                 0.4528,                 0.2575,                0.12842,                0.02868,                 3.6086,                 4.5648,                 3.6163,              0.0006832,              0.0006832,              0.0006832
                     98,                 3.4014,                 3.8859,                 3.7162,                0.72479,                  0.115,                0.10726,                0.02194,                 3.6481,                  5.076,                 3.6461,              0.0006799,              0.0006799,              0.0006799
                     99,                 3.3347,                  3.911,                 3.6653,                0.54498,                0.18577,                0.13374,                0.02334,                  3.588,                 5.8599,                 3.6433,              0.0006766,              0.0006766,              0.0006766
                    100,                 3.3197,                 4.0458,                 3.7024,                0.31492,                0.34393,                0.14154,                0.03021,                 3.5274,                  6.248,                  3.678,              0.0006733,              0.0006733,              0.0006733
                    101,                 3.4815,                 3.8841,                 3.7173,                0.37683,                0.34929,                0.12282,                0.03445,                 3.5496,                 6.1139,                 3.7033,                0.00067,                0.00067,                0.00067
                    102,                 3.4874,                 3.9993,                 3.6927,                0.34996,                0.34393,                0.11712,                0.03388,                 3.5553,                 5.0212,                 3.6263,              0.0006667,              0.0006667,              0.0006667
                    103,                 3.5137,                 4.0243,                 3.6622,                0.68573,                  0.145,                0.14035,                 0.0352,                 3.5128,                 4.4976,                 3.5821,              0.0006634,              0.0006634,              0.0006634
                    104,                 3.3079,                 3.9475,                 3.6639,                0.46402,                0.21714,                0.08347,                0.02132,                 3.4877,                 4.2315,                  3.614,              0.0006601,              0.0006601,              0.0006601
                    105,                 3.3367,                 3.9488,                 3.7062,                 0.7408,                 0.0925,                0.08147,                0.02407,                 3.5186,                 4.3138,                 3.6058,              0.0006568,              0.0006568,              0.0006568
                    106,                 3.3781,                 3.9418,                  3.651,                0.84636,                   0.08,                0.07321,                0.01554,                 3.4715,                 4.3089,                 3.6339,              0.0006535,              0.0006535,              0.0006535
                    107,                 3.4777,                 3.9629,                 3.5899,                0.78501,                 0.0925,                0.05886,                0.01978,                 3.4346,                 4.2001,                 3.5903,              0.0006502,              0.0006502,              0.0006502
                    108,                 3.4593,                 3.9049,                 3.6686,                0.91308,                   0.08,                0.08496,                0.03073,                 3.5354,                 4.0749,                 3.5996,              0.0006469,              0.0006469,              0.0006469
                    109,                  3.438,                 3.7233,                 3.6827,                0.87447,                   0.08,                0.08695,                0.02363,                  3.566,                 3.9298,                 3.5628,              0.0006436,              0.0006436,              0.0006436
                    110,                 3.3746,                 3.8301,                 3.6047,                0.49341,                0.12464,                0.05923,                0.01413,                 3.6076,                 3.9433,                 3.5709,              0.0006403,              0.0006403,              0.0006403
                    111,                 3.4428,                 3.8971,                 3.5965,                0.46041,                 0.0525,                0.03689,                0.00974,                 3.7836,                 4.1125,                 3.6563,               0.000637,               0.000637,               0.000637
                    112,                 3.3119,                  3.905,                 3.6048,                0.94871,                   0.08,                 0.1097,                0.02022,                 3.6788,                 3.9624,                 3.6343,              0.0006337,              0.0006337,              0.0006337
                    113,                 3.1426,                 3.8772,                 3.5806,                 0.0065,                0.47143,                0.01771,                0.00393,                 3.8916,                 4.3264,                 3.7061,              0.0006304,              0.0006304,              0.0006304
                    114,                 3.1061,                 3.8609,                 3.5211,                0.00629,                0.45893,                 0.0178,                0.00379,                 3.8974,                 4.3528,                 3.7095,              0.0006271,              0.0006271,              0.0006271
                    115,                 3.3852,                 3.8203,                 3.5419,                0.00649,                0.45536,                0.02092,                 0.0043,                 3.9099,                 4.3794,                 3.7112,              0.0006238,              0.0006238,              0.0006238
                    116,                 3.4281,                 3.8441,                 3.5699,                0.87016,                   0.08,                0.05422,                0.01285,                 3.7488,                 4.0945,                 3.6637,              0.0006205,              0.0006205,              0.0006205
                    117,                 3.2639,                 3.8563,                 3.5025,                0.97597,                   0.08,                0.09696,                0.02263,                 3.7221,                 4.0575,                 3.6421,              0.0006172,              0.0006172,              0.0006172
                    118,                 3.0721,                  3.851,                 3.5619,                0.89857,                   0.08,                0.08838,                0.02251,                 3.7246,                 4.0319,                 3.6297,              0.0006139,              0.0006139,              0.0006139
                    119,                 3.0021,                  3.733,                   3.62,                0.48687,                 0.0925,                 0.0914,                0.02652,                 3.8322,                 4.1292,                 3.6585,              0.0006106,              0.0006106,              0.0006106
                    120,                 3.1752,                 4.0304,                 3.5495,                0.27964,                0.09964,                0.07402,                0.01993,                 3.9087,                 4.2861,                 3.6937,              0.0006073,              0.0006073,              0.0006073
                    121,                 3.4023,                 3.7885,                 3.5299,                 0.0056,                0.31071,                0.03656,                0.00686,                 4.0237,                 4.4856,                  3.737,               0.000604,               0.000604,               0.000604
                    122,                 3.1516,                  3.614,                 3.4724,                0.00671,                0.37321,                0.04747,                0.01125,                  4.015,                 4.4599,                 3.7263,              0.0006007,              0.0006007,              0.0006007
                    123,                 3.2929,                 3.7723,                 3.5913,                0.29576,                0.15929,                0.06229,                0.01953,                 3.7202,                 4.0846,                 3.6749,              0.0005974,              0.0005974,              0.0005974
                    124,                   3.14,                 3.7135,                 3.4873,                0.49773,                 0.1175,                0.09654,                0.03133,                 3.4949,                 3.8623,                 3.6402,              0.0005941,              0.0005941,              0.0005941
                    125,                 3.1338,                 3.6962,                 3.4978,                0.96214,                   0.08,                0.10548,                0.02463,                 3.3413,                 4.2137,                 3.6589,              0.0005908,              0.0005908,              0.0005908
                    126,                 3.1665,                 3.9984,                 3.3087,                0.87963,                   0.08,                0.11903,                 0.0246,                 3.2978,                 4.5371,                 3.7053,              0.0005875,              0.0005875,              0.0005875
                    127,                 3.0671,                 3.8237,                 3.5422,                0.51313,                0.10679,                0.10726,                0.02176,                 3.2536,                 4.0179,                  3.591,              0.0005842,              0.0005842,              0.0005842
                    128,                 3.1616,                 3.8424,                 3.4682,                0.88594,                 0.0925,                0.13918,                0.04106,                 3.2371,                 3.7148,                 3.4924,              0.0005809,              0.0005809,              0.0005809
                    129,                 3.3415,                 3.9776,                 3.4548,                0.71713,                0.11214,                0.14381,                0.04471,                 3.1865,                 3.6078,                 3.4199,              0.0005776,              0.0005776,              0.0005776
                    130,                 3.0959,                 3.5156,                 3.4274,                0.52093,                0.12464,                0.13288,                0.03649,                 3.1994,                 3.6661,                 3.3904,              0.0005743,              0.0005743,              0.0005743
                    131,                 2.9953,                 3.9389,                 3.5142,                0.05275,                0.18964,                 0.0727,                 0.0204,                 3.2545,                 3.7062,                 3.4232,               0.000571,               0.000571,               0.000571
                    132,                 3.1094,                  3.426,                 3.3414,                0.87445,                   0.08,                0.08646,                0.02563,                 3.2334,                 3.8925,                 3.4684,              0.0005677,              0.0005677,              0.0005677
                    133,                 3.1663,                 3.5589,                 3.3041,                0.79461,                0.09964,                0.13274,                0.03925,                 3.1562,                 3.7361,                 3.4313,              0.0005644,              0.0005644,              0.0005644
                    134,                 3.1318,                 3.6014,                 3.4192,                0.10961,                0.13534,                0.11117,                0.03003,                 3.1479,                 3.7649,                 3.4025,              0.0005611,              0.0005611,              0.0005611
                    135,                 3.0467,                 3.5307,                 3.3241,                0.11632,                0.17107,                0.09028,                0.02723,                  3.187,                 3.7227,                 3.3717,              0.0005578,              0.0005578,              0.0005578
                    136,                 3.2193,                 3.8305,                 3.4293,                0.14155,                0.18536,                0.08923,                0.02511,                 3.1911,                 3.7829,                  3.391,              0.0005545,              0.0005545,              0.0005545
